id,book_id,isbn,authors,original_publication_year,original_title,average_rating,ratings_count,image_url
5232,18884,345422554,"David Eddings, Leigh Eddings",1997,Polgara The Sorceress,4.07,22802,https://images.gr-assets.com/books/1403179783m/18884.jpg
5233,22674105,385539088,Kevin Kwan,2015,China Rich Girlfriend,3.74,17708,https://images.gr-assets.com/books/1419179404m/22674105.jpg
5234,216304,736918833,Elizabeth George,1997,A Woman After God'S Own Heart,4.29,16200,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5235,206195,1416543694,Brad Thor,2004,State Of The Union,4.2,16466,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5236,15793186,1250015545,Ann Leary,2013,The Good House,3.66,16490,https://images.gr-assets.com/books/1392668194m/15793186.jpg
5237,14362,446675369,Rudolfo Anaya,1972,"Bless Me, Ultima",3.74,18380,https://images.gr-assets.com/books/1474056548m/14362.jpg
5238,9913,375703845,Bret Easton Ellis,1998,Glamorama,3.47,14947,https://images.gr-assets.com/books/1403179508m/9913.jpg
5239,169211,312939043,Sue Grafton,1988,F Is For Fugitive,3.9,24842,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5240,2033352,8770530688,Jo Nesbø,2005,"Frelseren (Harry Hole, #6)",4.07,9337,https://images.gr-assets.com/books/1418343566m/2033352.jpg
5241,61264,375703829,Alessandro Baricco,1996,Seta,3.82,14555,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5242,7963208,312593317,Tatiana de Rosnay,2009,Boomerang,3.33,19079,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5243,27530,842332308,"Tim LaHaye, Jerry B. Jenkins",2002,The Remnant: On The Brink Of Armageddon,4.01,18785,https://images.gr-assets.com/books/1406506156m/27530.jpg
5244,9804,156106809,"Italo Calvino, Archibald Colquhoun",1957,Il Barone Rampante,4.06,13221,https://images.gr-assets.com/books/1344432724m/9804.jpg
5245,11450360,316133191,"Stephenie Meyer, Young Kim",2011,"Twilight: The Graphic Novel,",4.26,19795,https://images.gr-assets.com/books/1327891963m/11450360.jpg
5246,18468559,2940148861120.0,Belle Aurora,2014,Raw,4.23,19180,https://images.gr-assets.com/books/1380531971m/18468559.jpg
5247,5367,380809060,Roger Zelazny,1999,The Great Book Of Amber,4.31,20748,https://images.gr-assets.com/books/1165519096m/5367.jpg
5248,7519472,778303829,Gena Showalter,2010,The Darkest Lie (Lords Of The Underworld #6),4.32,27343,https://images.gr-assets.com/books/1333828376m/7519472.jpg
5249,68453,8370540910,Andrzej Sapkowski,1995,Czas Pogardy,4.32,11551,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5250,11382346,9780615408990.0,Jillian Dodd,2011,That Boy,3.96,20981,https://images.gr-assets.com/books/1305572809m/11382346.jpg
5251,12384157,385535589,Kate Alcott,2012,The Dressmaker,3.44,20464,https://images.gr-assets.com/books/1314819502m/12384157.jpg
5252,16006,743474163,Judith McNaught,1991,Paradise,4.32,24363,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5253,525995,395304482,Chris Van Allsburg,1981,Jumanji,4.03,21961,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5254,341735,068816112X,Ken Grimwood,1986,Replay,4.16,18019,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5255,9827912,307377334,David Eagleman,2011,Incognito: The Secret Lives Of The Brain,3.98,11957,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5256,22543,393062244,Neil deGrasse Tyson,2006,Death By Black Hole: And Other Cosmic Quandaries,4.11,9815,https://images.gr-assets.com/books/1395019749m/22543.jpg
5257,133445,385491069,Margaret Atwood,1969,The Edible Woman,3.67,21440,https://images.gr-assets.com/books/1320439047m/133445.jpg
5258,17977,061861916X,Richard Dawkins,2004,The Ancestor'S Tale: A Pilgrimage To The Dawn Of Evolution,4.13,16775,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5259,18584855,1250044650,Marissa Meyer,2016,Heartless,4.06,33348,https://images.gr-assets.com/books/1477740245m/18584855.jpg
5260,128092,60757353,Paul Zindel,1968,The Pigman,3.58,21278,https://images.gr-assets.com/books/1393796714m/128092.jpg
5261,39026,385515502,Lincoln Child,2007,Deep Storm,3.87,18413,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5262,9397967,545284104,Meg Cabot,2011,Abandon,3.71,30934,https://images.gr-assets.com/books/1324767084m/9397967.jpg
5263,97898,1400031818,Alexander McCall Smith,2003,The Full Cupboard Of Life,4.02,23089,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5264,263179,60751967,Kerrelyn Sparks,2005,How To Marry A Millionaire Vampire,3.85,27854,https://images.gr-assets.com/books/1343779854m/263179.jpg
5265,105548,679882804,Dr. Seuss,1968,The Foot Book: Dr. Seuss'S Wacky Book Of Opposites (Bright & Early Board Books),3.99,22268,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5266,17831616,,Christina Lauren,2013,Beautiful Bitch,3.94,31616,https://images.gr-assets.com/books/1368101793m/17831616.jpg
5267,1166131,068987779X,Robert Muchamore,2004,"The Recruit (Cherub, #1)",4.22,19679,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5268,327242,078948045X,Sarah Simblet,2001,Anatomy For The Artist,3.97,17000,https://images.gr-assets.com/books/1309295064m/327242.jpg
5269,38412,385493622,Simon Singh,1997,Fermat'S Enigma: The Epic Quest To Solve The World'S Greatest Mathematical Problem,4.22,15738,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5270,161361,684832356,Richard Paul Evans,1993,The Christmas Box,3.95,18869,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5271,8046350,557364639,Amanda Hocking,2010,My Blood Approves,3.83,21707,https://images.gr-assets.com/books/1282351187m/8046350.jpg
5272,18341046,,Aurora Rose Reynolds,2013,Until November,4.16,33606,https://images.gr-assets.com/books/1376867667m/18341046.jpg
5273,49011,014017821X,Angela Carter,1979,The Bloody Chamber & Other Stories,4.02,20438,https://images.gr-assets.com/books/1388633104m/49011.jpg
5274,86856,60012781,Anthony Bourdain,2001,A Cook'S Tour: Global Adventures In Extreme Cuisines,3.97,16719,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5275,19797,61176109,Simon Schama,2006,Power Of Art,3.87,13423,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5276,20257122,1602862567,"Michelle Knight, Michelle Burford",2014,"Finding Me : A Decade Of Darkness, A Life Reclaimed",4.12,12653,https://images.gr-assets.com/books/1387770620m/20257122.jpg
5277,98405,051511779X,Nora Roberts,1996,Born In Shame,4.07,24398,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5278,7797874,738718688,Simone Elkeles,2010,Return To Paradise,4.05,29043,https://images.gr-assets.com/books/1271357819m/7797874.jpg
5279,18336965,,Jasmine Warga,2015,My Heart And Other Black Holes,4.02,22311,https://images.gr-assets.com/books/1415056175m/18336965.jpg
5280,22693211,62295896,Kim Gordon,2015,Girl In A Band,3.58,14491,https://images.gr-assets.com/books/1412840109m/22693211.jpg
5281,2272813,525478922,Heather Brewer,2008,"Ninth Grade Slays (The Chronicles Of Vladimir Tod, #2)",4.14,20198,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5282,6526,399153934,Patricia Cornwell,2007,Book Of The Dead,3.63,20962,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5283,588138,691017840,Joseph Campbell,1949,The Hero With A Thousand Faces,4.24,17920,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5284,7713965,399156909,John Sandford,2010,Bad Blood,4.21,18504,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5285,8964,1577780728,"D.C. Talk, The Voice of the Martyrs",1997,"Jesus Freaks: Dc Talk And The Voice Of The Martyrs - Stories Of Those Who Stood For Jesus, The Ultimate Jesus Freaks",4.2,17602,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5286,15811496,1594204217,Michael Pollan,2013,Cooked: A Natural History Of Transformation ,3.98,16078,https://images.gr-assets.com/books/1350939053m/15811496.jpg
5287,47956,451456718,Anne Bishop,1998,Daughter Of The Blood,4.12,25432,https://images.gr-assets.com/books/1400569100m/47956.jpg
5288,9265891,765326574,Orson Scott Card,2011,The Lost Gate,3.82,18235,https://images.gr-assets.com/books/1312042223m/9265891.jpg
5289,18142329,307960498,"Jo Nesbø, Don Bartlett",2013,"Politi (Harry Hole, #10)",4.22,14495,https://images.gr-assets.com/books/1373049226m/18142329.jpg
5290,31342,5559609129,Anne Rice,1999,Vittorio The Vampire,3.5,21402,https://images.gr-assets.com/books/1289014320m/31342.jpg
5291,568592,1569314063,"Yuu Watase, Yuji Oniki",1992,ふしぎ遊戯 1,4.08,18060,https://images.gr-assets.com/books/1459065488m/568592.jpg
5292,1951125,097915930X,Brunonia Barry,2006,The Lace Reader,3.46,20534,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5293,43818,970398107,"Faye Perozich, Travis Moore, Michael Halbleib, Daerick Gröss, Anne Rice",2000,Anne Rice'S The Tale Of The Body Thief (Graphic Novel),4.07,20511,https://images.gr-assets.com/books/1316019640m/43818.jpg
5294,52873,802141676,Sherman Alexie,1993,The Lone Ranger And Tonto Fistfight In Heaven,4.09,18793,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5295,30226,345443608,Laurell K. Hamilton,2005,"A Stroke Of Midnight (Merry Gentry, #4)",4.06,26783,https://images.gr-assets.com/books/1400966510m/30226.jpg
5296,31176886,,Stephenie Meyer,2016,The Chemist,3.69,25188,https://images.gr-assets.com/books/1468944057m/31176886.jpg
5297,139254,618562036,Anchee Min,2003,Empress Orchid,3.87,17318,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5298,6359434,1401323588,Eoin Colfer,2009,"And Another Thing... (Hitchhiker'S Guide To The Galaxy, #6)",3.53,19685,https://images.gr-assets.com/books/1327908458m/6359434.jpg
5299,181116,743453018,Kathy Reichs,2004,"Monday Mourning (Temperance Brennan, #7)",4.02,22505,https://images.gr-assets.com/books/1452312670m/181116.jpg
5300,17231976,061579615X,H.M. Ward,2013,Damaged,3.93,26073,https://images.gr-assets.com/books/1363632179m/17231976.jpg
5301,444381,140367462,"George MacDonald, Arthur Hughes",1872,The Princess And The Goblin,4.0,21200,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5302,9606002,1605981737,"Camilla Läckberg, Steven T. Murray",2004,Predikanten,3.76,15851,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5303,310272,7169957,Dr. Seuss,1974,There'S A Wocket In My Pocket,4.02,23852,https://images.gr-assets.com/books/1327448521m/310272.jpg
5304,64955,425194515,Dean Koontz,1989,Midnight,3.81,19838,https://images.gr-assets.com/books/1308459731m/64955.jpg
5305,1402668,312361270,Madeleine Wickham,1998,The Gatecrasher,3.24,18306,https://images.gr-assets.com/books/1312001285m/1402668.jpg
5306,822,60733357,Neal Stephenson,2004,The Confusion,4.24,17381,https://images.gr-assets.com/books/1407706997m/822.jpg
5307,11275323,857522272,Terry Pratchett,2013,Raising Steam,3.93,17613,https://images.gr-assets.com/books/1375882313m/11275323.jpg
5308,17165932,547959206,Joelle Charbonneau,2014,Independent Study,3.97,20593,https://images.gr-assets.com/books/1380034496m/17165932.jpg
5309,24940998,399163840,Sue Grafton,2015,X,3.88,13353,https://images.gr-assets.com/books/1429811123m/24940998.jpg
5310,13821,60567236,"Roger Zelazny, Sönmez Güven",1967,Lord Of Light,4.1,20227,https://images.gr-assets.com/books/1330127327m/13821.jpg
5311,194755,224064924,"Roald Dahl, Quentin Blake",1990,Esio Trot,3.74,22062,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5312,102461,1593070918,Mike Mignola,1998,Hellboy: The Chained Coffin And Others,4.21,16485,https://images.gr-assets.com/books/1486039255m/102461.jpg
5313,21727,307279952,Scott B. Smith,1993,A Simple Plan,3.91,18628,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5314,3188186,316018740,"James Patterson, Michael Ledwidge",2009,Run For Your Life,4.0,19848,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5315,428,374529949,"Joan Didion, David Thomson",1970,Play It As It Lays,3.86,17411,https://images.gr-assets.com/books/1327935636m/428.jpg
5316,125926,553590154,Kelley Armstrong,2004,Dime Store Magic,4.07,26456,https://images.gr-assets.com/books/1355183293m/125926.jpg
5317,77504,553573357,Kim Stanley Robinson,1996,Blue Mars ,3.92,19500,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5318,4006,722533942,"Paulo Coelho, Alan R. Clarke",1988,As Valkírias,3.3,14364,https://images.gr-assets.com/books/1414013931m/4006.jpg
5319,19561922,1250022061,Louise Penny,2014,The Long Way Home,4.06,16625,https://images.gr-assets.com/books/1396828238m/19561922.jpg
5320,6665671,375865861,A.S. King,2010,Please Ignore Vera Dietz,3.91,21728,https://images.gr-assets.com/books/1394240671m/6665671.jpg
5321,256598,60766212,"Joseph Delaney, Patrick  Arrasmith",2005,The Spook'S Curse,4.1,18513,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5322,395851,006102001X,L.J. Smith,1991,The Struggle,3.5,23840,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5323,112755,440237556,Karen Marie Moning,2002,The Dark Highlander,4.31,27639,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5324,112752,440237564,Karen Marie Moning,2004,The Immortal Highlander ,4.34,27065,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5325,25307,812971892,Reza Aslan,2005,"No God But God: The Origins, Evolution, And Future Of Islam",4.13,15410,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5326,216377,679734465,Philip K. Dick,1981,Valis,3.94,17305,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5327,457264,679724516,"Simone de Beauvoir, H.M. Parshley, Deirdre Bair",1949,"Le Deuxième Sexe: I. Les Faits Et Les Mythes, Ii. L'Expérience Vécue",4.09,18648,https://images.gr-assets.com/books/1327978178m/457264.jpg
5328,15703770,545284155,Jennifer A. Nielsen,2013,The Runaway King,4.23,24032,https://images.gr-assets.com/books/1351133357m/15703770.jpg
5329,28481,553286390,"Margaret Weis, Tracy Hickman",1990,"Dragon Wing (The Death Gate Cycle, #1)",3.93,20720,https://images.gr-assets.com/books/1403168128m/28481.jpg
5330,4987,385333900,Kurt Vonnegut Jr.,1979,Jailbird,3.81,15643,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5331,156532,1401213510,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2007,Y: The Last Man Vol. 9: Motherland,4.27,20511,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5332,3973,380817926,Dan Simmons,2003,Ilium,4.01,19242,https://images.gr-assets.com/books/1390894862m/3973.jpg
5333,22554204,1608866874,"Noelle Stevenson, Grace Ellis, Shannon Waters, Shannon Watters, Brooke A. Allen, Faith Hicks, Kat Leyh, Brooke Allen, Carolyn Nowak, Various, Carey Pietsch",2015,"Lumberjanes, Vol. 1: Beware The Kitten Holy",3.94,30604,https://images.gr-assets.com/books/1435843806m/22554204.jpg
5334,923950,553062182,Elaine N. Aron,1996,The Highly Sensitive Person - How To Thrive When The World Overwhelms You,3.87,19447,https://images.gr-assets.com/books/1320525063m/923950.jpg
5335,1774836,385515995,Chitra Banerjee Divakaruni,2008,The Palace Of Illusions,4.11,16304,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5336,147602,385495404,H.W. Brands,2000,The First American: The Life And Times Of Benjamin Franklin,4.09,15323,https://images.gr-assets.com/books/1320438405m/147602.jpg
5337,136638,446617091,"Douglas Preston, Lincoln Child",2005,Dance Of Death,4.16,19812,https://images.gr-assets.com/books/1172082458m/136638.jpg
5338,6393972,547248040,Susan Beth Pfeffer,2010,This World We Live In,3.81,23711,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5339,1493253,1591167531,"Yoshihiro Togashi, 冨樫 義博",1998,Hunter × Hunter #1,4.43,18244,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5340,132778,749934131,J.D. Robb,1997,Vengeance In Death,4.34,24839,https://images.gr-assets.com/books/1314315865m/132778.jpg
5341,77773,553575384,Connie Willis,1998,To Say Nothing Of The Dog,4.13,23197,https://images.gr-assets.com/books/1469410460m/77773.jpg
5342,7646805,1846054761,"James Patterson, Ned Rust",2010,The Gift,3.78,17070,https://images.gr-assets.com/books/1273009084m/7646805.jpg
5343,7679,60092572,Michael Crichton,1972,The Terminal Man,3.34,19072,https://images.gr-assets.com/books/1461056182m/7679.jpg
5344,18337259,9780345536150.0,"Daniel Abraham, George R.R. Martin, Tommy Patterson",2011,A Song Of Ice And Fire Graphic Novels,4.65,18667,https://images.gr-assets.com/books/1376738412m/18337259.jpg
5345,6087756,1416963960,Holly Black,2010,White Cat,3.81,29444,https://images.gr-assets.com/books/1358274572m/6087756.jpg
5346,11437,679722319,Raymond Carver,1988,Where I’M Calling From: The Selected Stories,4.42,16617,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5347,26999,014303541X,Jasper Fforde,2004,Something Rotten,4.15,24526,https://images.gr-assets.com/books/1479773726m/26999.jpg
5348,8318666,517580519,Jean M. Auel,2011,The Land Of The Painted Caves,3.24,19300,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5349,534255,60569662,Lucy Grealy,1994,Autobiography Of A Face,3.96,18982,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5350,22465597,62224107,Lauren Oliver,2015,Vanishing Girls,3.59,19508,https://images.gr-assets.com/books/1414618400m/22465597.jpg
5351,141019,736421866,Walt Disney Company,1812,Snow White And The Seven Dwarfs,4.18,20021,https://images.gr-assets.com/books/1320524015m/141019.jpg
5352,7355137,006124242X,"Angie Sage, Mark Zug",2011,Darke,4.23,21322,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
